Word,PMI Value
accomplishment,0.0
invaluablely,0.0
wane,0.0
unjust,0.0
vehemently,0.0
diappointed,0.0
malign,0.0
dishearteningly,0.0
reprove,0.0
preferably,0.0
complaining,0.0
damage,0.0
hot,0.0
vociferous,0.0
preferable,0.0
shirker,0.0
dignified,0.0
fanaticism,0.0
beauty,0.0
despondent,0.0
modest,0.0
unselfish,0.0
extortion,0.0
rejoicingly,0.0
effective,0.0
scourge,0.0
wins,0.0
revolt,0.0
fictional,0.0
sickening,0.0
unlawfully,0.0
restriction,0.0
soothingly,0.0
fidelity,0.0
wrought,0.0
admirably,0.0
wickedly,0.0
unforeseen,0.0
fib,0.0
insubstantial,0.0
admirable,0.0
easier,0.0
undercut,0.0
glorify,0.0
grievous,0.0
ached,0.0
enrich,0.0
top-quality,0.0
renunciation,0.0
aspersions,0.0
interrupt,0.0
ebullient,0.0
merrily,0.0
dumps,0.0
spotless,0.0
averse,0.0
addicted,0.0
ill-used,0.0
ameliorate,0.0
coupists,0.0
misfortune,0.0
touts,0.0
indiscretion,0.0
encourage,0.0
outburst,0.0
tingling,0.0
; Notes: ,0.0
fugitive,0.0
obstructing,0.0
cornerstone,0.0
counter-attacks,0.0
undisputably,0.0
sickeningly,0.0
rumple,0.0
disturbed,0.0
speedy,0.0
tempting,0.0
ineffectively,0.0
mendacity,0.0
undisputable,0.0
relentlessness,0.0
downheartedly,0.0
angelic,0.0
playfully,0.0
"; If you use this list, please cite one of the following two papers:",0.0
clamorous,0.0
screw-up,0.0
clarity,0.0
declaim,0.0
traumatize,0.0
tired,0.0
outstandingly,0.0
ambiguous,0.0
master,0.0
incognizant,0.0
bitter,0.0
shambles,0.0
collapse,0.0
enthrall,0.0
wisdom,0.0
positively,0.0
peril,0.0
exultation,0.0
coward,0.0
idle,0.0
acclaim,0.0
willingness,0.0
loathsome,0.0
antagonistic,0.0
wholesome,0.0
uncouth,0.0
gripe,0.0
eagerly,0.0
recommended,0.0
amusing,0.0
responsibly,0.0
worthlessness,0.0
imprudent,0.0
disdainfully,0.0
thrilled,0.0
object,0.0
vexing,0.0
simplify,0.0
affirmation,0.0
addict,0.0
reverence,0.0
conceded,0.0
fluster,0.0
drought,0.0
morality,0.0
regreted,0.0
wreck,0.0
nettle,0.0
disaffect,0.0
consummate,0.0
detriment,0.0
scream,0.0
incomplete,0.0
marvel,0.0
prik,0.0
bomb,0.0
heckles,0.0
undue,0.0
lethal,0.0
heckled,0.0
cheaply,0.0
die-hard,0.0
dawn,0.0
quaint,0.0
decry,0.0
bust,0.0
bliss,0.0
rich,0.0
heartily,0.0
emphatically,0.0
irritably,0.0
denounce,0.0
foremost,0.0
tenaciously,0.0
relish,0.0
unfortunately,0.0
spilling,0.0
nicely,0.0
altruistically,0.0
unrelentingly,0.0
stunningly,0.0
dismissively,0.0
disaster,0.0
fair,0.0
gallingly,0.0
over-valuation,0.0
unexpectedly,0.0
fail,0.0
well-educated,0.0
best,0.0
solicitude,0.0
irk,0.0
scorn,0.0
ire,0.0
skimpy,0.0
indecisive,0.0
smelled,0.0
inextricable,0.0
inextricably,0.0
unseemly,0.0
defiance,0.0
downgrade,0.0
dexterously,0.0
debt,0.0
pity,0.0
violators,0.0
disdain,0.0
fallacious,0.0
incense,0.0
ruthlessly,0.0
dents,0.0
fearlessly,0.0
obscenity,0.0
mortified,0.0
irresponsible,0.0
matte,0.0
irresponsibly,0.0
humming,0.0
penalize,0.0
tin-y,0.0
bewilder,0.0
disgracefully,0.0
bothers,0.0
bedlamite,0.0
privilege,0.0
assult,0.0
adroitly,0.0
incompetent,0.0
obese,0.0
recomend,0.0
irragularity,0.0
pandering,0.0
dote,0.0
doubts,0.0
worked,0.0
haters,0.0
cunt,0.0
chill,0.0
gritty,0.0
congratulation,0.0
manipulators,0.0
taunts,0.0
upscale,0.0
smoothest,0.0
fractiously,0.0
trusted,0.0
damaged,0.0
severity,0.0
spews,0.0
haphazard,0.0
drop-out,0.0
harmony,0.0
emphatic,0.0
fairly,0.0
effortlessly,0.0
ill-usage,0.0
tops,0.0
dexterous,0.0
haggard,0.0
stupendous,0.0
askance,0.0
detracted,0.0
fanatically,0.0
subpoena,0.0
abound,0.0
forsaken,0.0
beset,0.0
ungovernable,0.0
plight,0.0
succeeding,0.0
ease,0.0
easy,0.0
prison,0.0
falter,0.0
irretrievable,0.0
disagreement,0.0
inaptitude,0.0
firmer,0.0
unequivocally,0.0
harmoniously,0.0
excitedness,0.0
bonkers,0.0
effusion,0.0
beneficial,0.0
right,0.0
macabre,0.0
harassment,0.0
creep,0.0
enemies,0.0
inhuman,0.0
creative,0.0
witty,0.0
foe,0.0
polluter,0.0
defensive,0.0
memorable,0.0
hardliners,0.0
restlessness,0.0
scandels,0.0
lackey,0.0
grievously,0.0
anomalous,0.0
fat-cat,0.0
over-balanced,0.0
despair,0.0
insecurity,0.0
lacked,0.0
meddle,0.0
sob,0.0
deploringly,0.0
infraction,0.0
respectable,0.0
despised,0.0
frazzled,0.0
suffice,0.0
raped,0.0
unwell,0.0
hothead,0.0
greatness,0.0
happy,0.0
insurrection,0.0
fascination,0.0
gripes,0.0
shrilly,0.0
talents,0.0
understandable,0.0
straggle,0.0
handily,0.0
misinform,0.0
break-up,0.0
nicest,0.0
torturing,0.0
calumniation,0.0
discountenance,0.0
disgrace,0.0
unnerve,0.0
proven,0.0
crumble,0.0
soothe,0.0
proves,0.0
protested,0.0
leer,0.0
heartbreakingly,0.0
detracts,0.0
desecrate,0.0
amicable,0.0
ambitious,0.0
smell,0.0
mudslinger,0.0
disastrously,0.0
exagerate,0.0
geezer,0.0
paralize,0.0
comely,0.0
smelling,0.0
entrust,0.0
congested,0.0
expropriate,0.0
quandary,0.0
subvert,0.0
wripped,0.0
irrecoverably,0.0
disrespectable,0.0
avalanche,0.0
shimmy,0.0
jarring,0.0
irrecoverable,0.0
uneven,0.0
obsessively,0.0
indolent,0.0
vex,0.0
oversight,0.0
persevere,0.0
jerk,0.0
navigable,0.0
cataclysmic,0.0
gloomy,0.0
rapturous,0.0
fatigued,0.0
engrossing,0.0
scaly,0.0
uncomfy,0.0
aggrivation,0.0
spiritual,0.0
insignificant,0.0
adulation,0.0
patient,0.0
kindliness,0.0
backwood,0.0
cleanliness,0.0
jeopardy,0.0
celebrated,0.0
hairloss,0.0
freaks,0.0
falling,0.0
boost,0.0
irresolvable,0.0
abscond,0.0
dwindling,0.0
momentous,0.0
molestation,0.0
shamelessness,0.0
redemption,0.0
restrictive,0.0
dusty,0.0
accomplished,0.0
ineffective,0.0
ill-fated,0.0
reclaim,0.0
love,0.0
prefer,0.0
logical,0.0
bloody,0.0
marvelous,0.0
betraying,0.0
ironical,0.0
fake,0.0
flagging,0.0
flareup,0.0
positive,0.0
angry,0.0
cherished,0.0
un-viewable,0.0
loving,0.0
scratched,0.0
afford,0.0
ignorant,0.0
virtue,0.0
scratches,0.0
degenerately,0.0
unnatural,0.0
overloaded,0.0
fatalistic,0.0
instable,0.0
impasse,0.0
harmonious,0.0
toll-free,0.0
awesome,0.0
intransigent,0.0
admirer,0.0
stole,0.0
calumnious,0.0
vainly,0.0
convienient,0.0
unforgettable,0.0
quarrellously,0.0
convincingly,0.0
improving,0.0
suck,0.0
filthy,0.0
shockingly,0.0
brainless,0.0
egotistical,0.0
disagreeable,0.0
stress,0.0
opinionated,0.0
darkened,0.0
swollen,0.0
dreamland,0.0
disagreeably,0.0
drunken,0.0
innocuous,0.0
noteworthy,0.0
unacceptable,0.0
unacceptably,0.0
horrify,0.0
thoughtfulness,0.0
avid,0.0
sarcastically,0.0
haughty,0.0
lackluster,0.0
cleanest,0.0
troubles,0.0
stupidity,0.0
disconcertingly,0.0
attraction,0.0
suspicion,0.0
revulsion,0.0
antipathy,0.0
oversize,0.0
troubled,0.0
instantly,0.0
smarter,0.0
illogically,0.0
bashful,0.0
courageously,0.0
revert,0.0
instability,0.0
revere,0.0
raptureously,0.0
edify,0.0
peacekeepers,0.0
topnotch,0.0
breakthrough,0.0
prudently,0.0
giddy,0.0
astray,0.0
boundless,0.0
trauma,0.0
mistified,0.0
cooperatively,0.0
worthiness,0.0
siege,0.0
preferes,0.0
vicious,0.0
disrespect,0.0
disintegrates,0.0
bumps,0.0
lucrative,0.0
matchless,0.0
plea,0.0
bumpy,0.0
dissonant,0.0
scarred,0.0
prefered,0.0
heroize,0.0
imposers,0.0
gaff,0.0
downsides,0.0
impure,0.0
quibble,0.0
bothersome,0.0
neglect,0.0
puny,0.0
top-heavy,0.0
punishable,0.0
anti-,0.0
languish,0.0
wrath,0.0
ill-favored,0.0
shiver,0.0
oversimplified,0.0
proving,0.0
ridiculous,0.0
err-free,0.0
fooled,0.0
impractical,0.0
heavyhearted,0.0
rival,0.0
stammer,0.0
individualized,0.0
damned,0.0
proactive,0.0
disasterous,0.0
illness,0.0
nicer,0.0
sumptuous,0.0
sag,0.0
sad,0.0
prestigious,0.0
lurking,0.0
bewilderingly,0.0
sap,0.0
dismissive,0.0
perplex,0.0
fashionable,0.0
destroy,0.0
hedonistic,0.0
blinding,0.0
pimple,0.0
ironically,0.0
time-honored,0.0
spewing,0.0
energize,0.0
touchy,0.0
blockhead,0.0
defeating,0.0
jitters,0.0
guiltily,0.0
jittery,0.0
hestitant,0.0
intoxicate,0.0
unassailable,0.0
infuriate,0.0
straggler,0.0
merit,0.0
bright,0.0
inconsistent,0.0
scarce,0.0
aggressive,0.0
calumnies,0.0
slow,0.0
unkind,0.0
liberation,0.0
slog,0.0
outrage,0.0
dispute,0.0
godlike,0.0
graceless,0.0
infallibly,0.0
revolutionized,0.0
freezing,0.0
simplistic,0.0
infallible,0.0
revolutionizes,0.0
maniacal,0.0
unviewable,0.0
keenly,0.0
absurdly,0.0
worried,0.0
liable,0.0
worries,0.0
worrier,0.0
disparage,0.0
downfallen,0.0
ghastly,0.0
enthralled,0.0
noisier,0.0
audaciously,0.0
gangster,0.0
inequalities,0.0
alarming,0.0
rail,0.0
refreshed,0.0
mope,0.0
enjoys,0.0
forsake,0.0
pitiless,0.0
inappropriately,0.0
checkered,0.0
useful,0.0
gratefully,0.0
jovial,0.0
awards,0.0
menacing,0.0
undermine,0.0
quack,0.0
farcical,0.0
self-serving,0.0
ineptly,0.0
belie,0.0
calumniate,0.0
panick,0.0
extravagantly,0.0
gaiety,0.0
concede,0.0
needlessly,0.0
diatribe,0.0
vomits,0.0
dropouts,0.0
profane,0.0
prominence,0.0
straighten,0.0
flicering,0.0
stupidest,0.0
twists,0.0
reviled,0.0
dubious,0.0
bleakly,0.0
blah,0.0
blab,0.0
fame,0.0
debilitating,0.0
mobster,0.0
underestimate,0.0
war-like,0.0
breakdown,0.0
maturely,0.0
infuriatingly,0.0
deft,0.0
defy,0.0
domineering,0.0
entanglement,0.0
cheery,0.0
awesomeness,0.0
undefined,0.0
idiotically,0.0
staunchness,0.0
exceled,0.0
grumpy,0.0
convient,0.0
morons,0.0
disconcert,0.0
shamefully,0.0
fateful,0.0
futilely,0.0
inaudible,0.0
provocation,0.0
deceiving,0.0
occluded,0.0
aborts,0.0
joyful,0.0
dark,0.0
snarl,0.0
snare,0.0
irreplaceable,0.0
bravery,0.0
sensational,0.0
occludes,0.0
stranger,0.0
expunge,0.0
undermining,0.0
intolerablely,0.0
superiority,0.0
cravenly,0.0
obstruct,0.0
satisfactory,0.0
debilitate,0.0
asperse,0.0
demeaning,0.0
divine,0.0
wrongly,0.0
excelent,0.0
scandals,0.0
beckons,0.0
corrosive,0.0
unsuccessfully,0.0
biased,0.0
squabble,0.0
zest,0.0
intimate,0.0
poise,0.0
imminence,0.0
forgetfulness,0.0
audaciousness,0.0
; ,0.0
biases,0.0
exasperating,0.0
damnable,0.0
joyfully,0.0
favorite,0.0
masterpieces,0.0
nastily,0.0
foulness,0.0
perturbed,0.0
chivalry,0.0
utterly,0.0
burning,0.0
flawed,0.0
rectification,0.0
inculcate,0.0
lively,0.0
deceivers,0.0
desert,0.0
mindless,0.0
futile,0.0
fastidious,0.0
irrationals,0.0
elimination,0.0
impedance,0.0
handsome,0.0
abused,0.0
darken,0.0
rage,0.0
flirt,0.0
dirty,0.0
abuses,0.0
flatteringly,0.0
rust,0.0
darker,0.0
brotherly,0.0
invigorating,0.0
exhausted,0.0
stealing,0.0
ax,0.0
tranquil,0.0
admiring,0.0
principled,0.0
ideally,0.0
abolish,0.0
unparalleled,0.0
friggin,0.0
incomprehensible,0.0
disgraceful,0.0
refunded,0.0
a+,0.0
damnably,0.0
dented,0.0
anti-white,0.0
midget,0.0
imminently,0.0
misleadingly,0.0
disdained,0.0
snagged,0.0
indiscriminating,0.0
judders,0.0
enrichment,0.0
fraudulent,0.0
beware,0.0
importune,0.0
fairness,0.0
improperly,0.0
smile,0.0
degeneration,0.0
puzzled,0.0
discrepant,0.0
irksomeness,0.0
manageable,0.0
marvellous,0.0
ingratitude,0.0
insufficiently,0.0
dodgey,0.0
desertion,0.0
sane,0.0
senselessly,0.0
quicker,0.0
dizzingly,0.0
lechery,0.0
destitute,0.0
trick,0.0
bumpping,0.0
poisonous,0.0
undecided,0.0
empower,0.0
replaceable,0.0
indecision,0.0
vomiting,0.0
smartest,0.0
buzzing,0.0
outdone,0.0
mudslinging,0.0
examplary,0.0
brutal,0.0
skepticism,0.0
sweetness,0.0
calumniously,0.0
unsatisfactory,0.0
traumatized,0.0
excellently,0.0
decrement,0.0
coercion,0.0
entrap,0.0
enliven,0.0
gorgeous,0.0
spoils,0.0
one-sided,0.0
spoon-fed,0.0
objections,0.0
doom,0.0
negativity,0.0
disquietude,0.0
long-winded,0.0
scramble,0.0
beautiful,0.0
prompt,0.0
life-threatening,0.0
overstates,0.0
dislikes,0.0
unbiased,0.0
disliked,0.0
condemn,0.0
dazzle,0.0
disconsolate,0.0
glowing,0.0
cajole,0.0
wiles,0.0
perversely,0.0
lanky,0.0
disgraced,0.0
second-tier,0.0
unsound,0.0
authentic,0.0
flutter,0.0
misapprehend,0.0
malevolent,0.0
debility,0.0
predatory,0.0
impermissible,0.0
slime,0.0
helplessly,0.0
enraged,0.0
incessantly,0.0
peppy,0.0
distortion,0.0
naughty,0.0
sugarcoated,0.0
smiling,0.0
irreformable,0.0
zippy,0.0
tantalizingly,0.0
blurring,0.0
symptoms,0.0
plotters,0.0
ruining,0.0
nifty,0.0
backache,0.0
snobs,0.0
motley,0.0
sucker,0.0
imperil,0.0
misuse,0.0
harrow,0.0
mesmerizing,0.0
reticent,0.0
eloquence,0.0
warped,0.0
aggrieved,0.0
shocking,0.0
disorganized,0.0
noble,0.0
resolute,0.0
exorbitant,0.0
racy,0.0
repressive,0.0
anxious,0.0
missed,0.0
ftw,0.0
mockery,0.0
expulse,0.0
misses,0.0
darling,0.0
impudence,0.0
salute,0.0
nervously,0.0
bungler,0.0
bedlam,0.0
paucity,0.0
qualify,0.0
clique,0.0
weed,0.0
reproach,0.0
bumped,0.0
sicken,0.0
sensations,0.0
god-awful,0.0
belligerent,0.0
brutally,0.0
unusably,0.0
glitter,0.0
unexplained,0.0
peaceable,0.0
leverage,0.0
swipe,0.0
threatening,0.0
hallowed,0.0
flimsy,0.0
zealot,0.0
saint,0.0
aver,0.0
justly,0.0
warmly,0.0
discombobulate,0.0
depressingly,0.0
stifle,0.0
rampant,0.0
grace,0.0
ungrateful,0.0
annihilation,0.0
abysmally,0.0
overtaxed,0.0
defect,0.0
servitude,0.0
tarnish,0.0
jeopardize,0.0
commotion,0.0
freakishly,0.0
frail,0.0
hardy,0.0
yawn,0.0
virus,0.0
reward,0.0
unequal,0.0
barren,0.0
deceitfulness,0.0
scuffs,0.0
dragged,0.0
despise,0.0
ugh,0.0
gold,0.0
exterminate,0.0
agonize,0.0
aghast,0.0
indecorum,0.0
clog,0.0
defender,0.0
overwhelmed,0.0
ho-hum,0.0
failed,0.0
unjustly,0.0
snobbish,0.0
indifference,0.0
scuff,0.0
resent,0.0
remedy,0.0
farcical-yet-provocative,0.0
charmingly,0.0
frightening,0.0
distraction,0.0
enemy,0.0
progressive,0.0
scars,0.0
cry,0.0
tanked,0.0
terrifically,0.0
obscure,0.0
outlaw,0.0
eyecatching,0.0
insane,0.0
disparagingly,0.0
troublingly,0.0
overwhelm,0.0
grumpiest,0.0
sneeringly,0.0
ill-treatment,0.0
insidiously,0.0
unsettling,0.0
worth-while,0.0
rejecting,0.0
smuttier,0.0
viciousness,0.0
thrive,0.0
available,0.0
hardship,0.0
unprove,0.0
fidgety,0.0
disallow,0.0
untouched,0.0
renewed,0.0
smoldering,0.0
improved,0.0
influential,0.0
offending,0.0
harpy,0.0
improves,0.0
scams,0.0
retarded,0.0
disgustfully,0.0
approve,0.0
shortsighted,0.0
majesty,0.0
drunk,0.0
bullshyt,0.0
far-fetched,0.0
self-coup,0.0
worthless,0.0
devil,0.0
filth,0.0
irritating,0.0
extravagant,0.0
sweetheart,0.0
champion,0.0
bitchy,0.0
adaptable,0.0
struck,0.0
inclement,0.0
uncertain,0.0
reliable,0.0
admire,0.0
spitefulness,0.0
reliably,0.0
error,0.0
beautifully,0.0
frown,0.0
funny,0.0
radicalization,0.0
fallacies,0.0
reachable,0.0
ugliness,0.0
mortifying,0.0
displeased,0.0
comprehensive,0.0
jealously,0.0
rabid,0.0
fabrication,0.0
infamous,0.0
anti-israeli,0.0
oddest,0.0
picky,0.0
meddlesome,0.0
discourteously,0.0
detract,0.0
glitz,0.0
belabor,0.0
rumbling,0.0
panicked,0.0
nefariously,0.0
dastard,0.0
danke,0.0
eager,0.0
snappy,0.0
defiantly,0.0
emergency,0.0
suffering,0.0
cataclysm,0.0
hallucinate,0.0
cuteness,0.0
sugar-coat,0.0
stylish,0.0
disorder,0.0
amicably,0.0
irresistibly,0.0
depravedly,0.0
unfazed,0.0
felonious,0.0
mighty,0.0
hard-line,0.0
oddly,0.0
pale,0.0
indigent,0.0
irresistible,0.0
novelty,0.0
benefit,0.0
twinkly,0.0
two-faced,0.0
crooks,0.0
odor,0.0
obscures,0.0
underlings,0.0
respite,0.0
two-faces,0.0
bs,0.0
obscured,0.0
discontented,0.0
wrinkles,0.0
ambush,0.0
wrinkled,0.0
irked,0.0
garbage,0.0
prideful,0.0
disturbingly,0.0
integral,0.0
obstructed,0.0
appropriate,0.0
unnerving,0.0
criticisms,0.0
traduce,0.0
sneaky,0.0
glowingly,0.0
nauseates,0.0
chide,0.0
addicting,0.0
inconsistency,0.0
mishandle,0.0
rhetorical,0.0
fragmented,0.0
insensitivity,0.0
impudent,0.0
byzantine,0.0
graciously,0.0
relaxed,0.0
brazenness,0.0
slump,0.0
well-regarded,0.0
archaic,0.0
harangue,0.0
inhumane,0.0
maturity,0.0
slander,0.0
mature,0.0
retaliatory,0.0
awestruck,0.0
genial,0.0
reconcile,0.0
oddity,0.0
raging,0.0
unsafe,0.0
haunt,0.0
eye-catching,0.0
graceful,0.0
troublemaker,0.0
caustically,0.0
puzzling,0.0
sunken,0.0
invalid,0.0
irreplacible,0.0
retract,0.0
deviate,0.0
sumptuously,0.0
scapegoat,0.0
energetic,0.0
besiege,0.0
lucid,0.0
long-lasting,0.0
suppression,0.0
effrontery,0.0
hells,0.0
mindlessly,0.0
reasoned,0.0
inaccuracy,0.0
fresh,0.0
menace,0.0
ashamed,0.0
unuseably,0.0
effigy,0.0
scratch,0.0
knotted,0.0
enjoyably,0.0
enjoyable,0.0
renown,0.0
fusty,0.0
amiss,0.0
gossip,0.0
unuseable,0.0
concerned,0.0
dislike,0.0
kaput,0.0
moot,0.0
pestilent,0.0
torture,0.0
timely,0.0
detested,0.0
magic,0.0
stodgy,0.0
uncompetitive,0.0
damning,0.0
inelegant,0.0
insolence,0.0
disordered,0.0
mishap,0.0
unprofitable,0.0
crook,0.0
odd,0.0
leakage,0.0
waning,0.0
sweaty,0.0
consistently,0.0
aground,0.0
capitulate,0.0
itching,0.0
insecure,0.0
advantageously,0.0
led,0.0
punch,0.0
misgiving,0.0
poverty,0.0
great,0.0
revile,0.0
indiscreetly,0.0
inoperable,0.0
screech,0.0
defeat,0.0
